Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00004E+15,2/28/2026,,MAPLE BOWL KITCHEN REGINA SK,,-29.04,
Visa,4.00004E+15,3/2/2026,,CAMPUS BOOKSTORE,,-24.83,
Visa,4.00004E+15,3/2/2026,,PRAIRIE MARKET #104 REGINA SK,,-119.80,
Visa,4.00004E+15,3/5/2026,,CITY TRANSIT PASS,,-35.03,
Visa,4.00004E+15,3/5/2026,,NORTHSTAR GROCER #18 REGINA SK,,-90.95,
Visa,4.00004E+15,3/9/2026,,HARVEST FOODS #221 REGINA SK,,-100.97,
Visa,4.00004E+15,3/11/2026,,STUDENT UNION CAFE,,-11.71,
Visa,4.00004E+15,3/12/2026,,HEALTHWAY PHARMACY #09,,-57.05,
Visa,4.00004E+15,3/15/2026,,CAMPUS BOOKSTORE,,-38.43,
Visa,4.00004E+15,3/15/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,457.95,
Visa,4.00004E+15,3/17/2026,,STUDENT UNION CAFE,,-8.07,
Visa,4.00004E+15,3/18/2026,,STUDENT UNION CAFE,,-10.18,
Visa,4.00004E+15,3/21/2026,,HEALTHWAY PHARMACY #09,,-34.97,
Visa,4.00004E+15,3/28/2026,,STUDENT UNION CAFE,,-4.35,
Visa,4.00004E+15,3/28/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.52,
Visa,4.00004E+15,3/29/2026,,CITY TRANSIT PASS,,-42.21,
Visa,4.00004E+15,4/3/2026,,PRAIRIE CARE DRUGS,,-35.82,
Visa,4.00004E+15,4/5/2026,,CITY TRANSIT PASS,,-32.61,
Visa,4.00004E+15,4/7/2026,,CITY TRANSIT PASS,,-55.64,
Visa,4.00004E+15,4/10/2026,,CITY TRANSIT PASS,,-35.82,
Visa,4.00004E+15,4/15/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,499.86,
Visa,4.00004E+15,4/16/2026,,MAPLE BOWL KITCHEN REGINA SK,,-20.77,
Visa,4.00004E+15,4/17/2026,,STUDENT UNION CAFE,,-6.21,
Visa,4.00004E+15,4/18/2026,,CITY TRANSIT PASS,,-37.91,
Visa,4.00004E+15,4/21/2026,,HARVEST FOODS #221 REGINA SK,,-56.34,
Visa,4.00004E+15,4/22/2026,,MAPLE BOWL KITCHEN REGINA SK,,-32.12,
Visa,4.00004E+15,4/22/2026,,MAPLE BOWL KITCHEN REGINA SK,,-36.09,
Visa,4.00004E+15,4/22/2026,,PARKSIDE PIZZA REGINA SK,,-50.55,
Visa,4.00004E+15,5/1/2026,,CITY TRANSIT PASS,,-75.98,
Visa,4.00004E+15,5/2/2026,,CITY TRANSIT PASS,,-25.64,
Visa,4.00004E+15,5/4/2026,,PARKSIDE PIZZA REGINA SK,,-40.70,
Visa,4.00004E+15,5/5/2026,,MAPLE BOWL KITCHEN REGINA SK,,-16.87,
Visa,4.00004E+15,5/6/2026,,WILLOW COFFEE HOUSE REGINA SK,,-10.78,
Visa,4.00004E+15,5/12/2026,,CITY TRANSIT PASS,,-54.14,
Visa,4.00004E+15,5/15/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,339.90,
Visa,4.00004E+15,5/16/2026,,CITY TRANSIT PASS,,-78.91,
Visa,4.00004E+15,5/16/2026,,HEALTHWAY PHARMACY #09,,-26.07,
Visa,4.00004E+15,5/16/2026,,PRAIRIE MARKET #104 REGINA SK,,-102.35,
Visa,4.00004E+15,5/18/2026,,NORTHSTAR GROCER #18 REGINA SK,,-143.62,
Visa,4.00004E+15,5/18/2026,,PRAIRIE MARKET #104 REGINA SK,,-42.00,
Visa,4.00004E+15,5/28/2026,,CITY TRANSIT PASS,,-87.55,
Visa,4.00004E+15,6/3/2026,,CAMPUS BOOKSTORE,,-64.68,
Visa,4.00004E+15,6/5/2026,,CAMPUS BOOKSTORE,,-49.23,
Visa,4.00004E+15,6/7/2026,,STUDENT UNION CAFE,,-14.07,
Visa,4.00004E+15,6/11/2026,,PRAIRIE CARE DRUGS,,-24.07,
Visa,4.00004E+15,6/12/2026,,PRAIRIE CARE DRUGS,,-31.61,
Visa,4.00004E+15,6/12/2026,,STUDENT UNION CAFE,,-6.08,
Visa,4.00004E+15,6/14/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.12,
Visa,4.00004E+15,6/15/2026,,NORTHSTAR GROCER #18 REGINA SK,,-79.36,
Visa,4.00004E+15,6/15/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,598.92,
Visa,4.00004E+15,6/15/2026,,PRAIRIE CARE DRUGS,,-27.71,
Visa,4.00004E+15,6/17/2026,,CAMPUS BOOKSTORE,,-27.64,
Visa,4.00004E+15,6/20/2026,,STUDENT UNION CAFE,,-5.33,
Visa,4.00004E+15,6/25/2026,,PARKSIDE PIZZA REGINA SK,,-32.31,
Visa,4.00004E+15,6/26/2026,,CITY TRANSIT PASS,,-68.82,
Visa,4.00004E+15,6/28/2026,,HARVEST FOODS #221 REGINA SK,,-14.63,
Visa,4.00004E+15,6/29/2026,,CITY TRANSIT PASS,,-57.24,
