Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Chequing,10005-1000005,6/4/2026,,MISC PAYMENT,CITY POWER AND WATER,-177.07,
Chequing,10005-1000005,6/5/2026,,SCHEDULED PAYMENT,VISA PAYMENT,-901.36,
Chequing,10005-1000005,6/8/2026,,MISC PAYMENT,FIBRELINE INTERNET,-79.95,
Chequing,10005-1000005,6/12/2026,,INSURANCE,PRAIRIE SHIELD INS,-186.70,
Chequing,10005-1000005,6/15/2026,,PAYROLL DEPOSIT,SUMMIT SOFTWARE CANADA,5275.60,
Chequing,10005-1000005,6/16/2026,,Transfer,WWW TRANSFER - 8464,-3500.00,
Chequing,10005-1000005,6/28/2026,,Transfer,WWW TRANSFER - 9106,-1250.00,
Chequing,10005-1000005,6/30/2026,,PAYROLL DEPOSIT,SUMMIT SOFTWARE CANADA,5275.60,
Savings,10005-2000005,1/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,1/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,1/31/2026,,DEPOSIT INTEREST,,6.85,
Savings,10005-2000005,2/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,2/28/2026,,DEPOSIT INTEREST,,5.65,
Savings,10005-2000005,2/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,3/11/2026,,Transfer,BONUS INVESTMENT,5500.00,
Savings,10005-2000005,3/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,3/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,3/31/2026,,DEPOSIT INTEREST,,7.97,
Savings,10005-2000005,4/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,4/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,4/30/2026,,DEPOSIT INTEREST,,10.52,
Savings,10005-2000005,5/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,5/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,5/31/2026,,DEPOSIT INTEREST,,10.70,
Savings,10005-2000005,6/16/2026,,Transfer,INVESTMENT CONTRIBUTION,3500.00,
Savings,10005-2000005,6/28/2026,,Transfer,EARLY RETIREMENT FUND,1250.00,
Savings,10005-2000005,6/30/2026,,DEPOSIT INTEREST,,9.87,
Visa,4.00005E+15,1/4/2026,,PARKSIDE PIZZA REGINA SK,,-27.91,
Visa,4.00005E+15,1/6/2026,,CINEMA PLAZA REGINA SK,,-24.87,
Visa,4.00005E+15,1/9/2026,,COPPER MUG CAFE REGINA SK,,-21.67,
Visa,4.00005E+15,1/10/2026,,CINEMA PLAZA REGINA SK,,-25.53,
Visa,4.00005E+15,1/12/2026,,EVERGREEN DEPARTMENT STORE,,-90.51,
Visa,4.00005E+15,1/15/2026,,PRAIRIE MARKET #104 REGINA SK,,-35.40,
Visa,4.00005E+15,1/17/2026,,COPPER MUG CAFE REGINA SK,,-8.80,
Visa,4.00005E+15,1/19/2026,,NORTHSTAR GROCER #18 REGINA SK,,-149.51,
Visa,4.00005E+15,1/20/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-18.40,
Visa,4.00005E+15,1/21/2026,,HEALTHWAY PHARMACY #09,,-56.70,
Visa,4.00005E+15,1/24/2026,,HARVEST FOODS #221 REGINA SK,,-31.34,
Visa,4.00005E+15,1/25/2026,,HARVEST FOODS #221 REGINA SK,,-119.60,
Visa,4.00005E+15,1/26/2026,,HARVEST FOODS #221 REGINA SK,,-89.50,
Visa,4.00005E+15,1/26/2026,,NORTHSTAR GROCER #18 REGINA SK,,-149.61,
Visa,4.00005E+15,1/26/2026,,PRAIRIE MARKET #104 REGINA SK,,-117.46,
Visa,4.00005E+15,1/27/2026,,HARVEST FOODS #221 REGINA SK,,-74.95,
Visa,4.00005E+15,1/30/2026,,MAPLE BOWL KITCHEN REGINA SK,,-17.06,
Visa,4.00005E+15,2/2/2026,,PRAIRIE CARE DRUGS,,-43.85,
Visa,4.00005E+15,2/3/2026,,PRAIRIE MARKET #104 REGINA SK,,-63.30,
Visa,4.00005E+15,2/4/2026,,PARKSIDE PIZZA REGINA SK,,-22.13,
Visa,4.00005E+15,2/5/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1058.82,
Visa,4.00005E+15,2/7/2026,,HARVEST FOODS #221 REGINA SK,,-65.63,
Visa,4.00005E+15,2/8/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-41.42,
Visa,4.00005E+15,2/9/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-18.28,
Visa,4.00005E+15,2/10/2026,,HARVEST FOODS #221 REGINA SK,,-81.08,
Visa,4.00005E+15,2/11/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-8.72,
Visa,4.00005E+15,2/12/2026,,CINEMA PLAZA REGINA SK,,-25.84,
Visa,4.00005E+15,2/13/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.26,
Visa,4.00005E+15,2/15/2026,,MAPLE BOWL KITCHEN REGINA SK,,-28.72,
Visa,4.00005E+15,2/17/2026,,COPPER MUG CAFE REGINA SK,,-17.20,
Visa,4.00005E+15,2/19/2026,,PRAIRIE MARKET #104 REGINA SK,,-69.74,
Visa,4.00005E+15,2/20/2026,,EVERGREEN DEPARTMENT STORE,,-112.34,
Visa,4.00005E+15,2/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-47.32,
Visa,4.00005E+15,2/26/2026,,HARVEST FOODS #221 REGINA SK,,-119.05,
Visa,4.00005E+15,2/27/2026,,WILLOW COFFEE HOUSE REGINA SK,,-6.00,
Visa,4.00005E+15,3/2/2026,,PRAIRIE MARKET #104 REGINA SK,,-26.10,
Visa,4.00005E+15,3/4/2026,,NORTHSTAR GROCER #18 REGINA SK,,-24.83,
Visa,4.00005E+15,3/4/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-27.42,
Visa,4.00005E+15,3/5/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,777.88,
Visa,4.00005E+15,3/7/2026,,NORTHSTAR GROCER #18 REGINA SK,,-76.80,
Visa,4.00005E+15,3/8/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-54.55,
Visa,4.00005E+15,3/8/2026,,PARKSIDE PIZZA REGINA SK,,-50.87,
Visa,4.00005E+15,3/13/2026,,EVERGREEN DEPARTMENT STORE,,-23.53,
Visa,4.00005E+15,3/14/2026,,HARVEST FOODS #221 REGINA SK,,-64.78,
Visa,4.00005E+15,3/15/2026,,HEALTHWAY PHARMACY #09,,-57.54,
Visa,4.00005E+15,3/17/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.80,
Visa,4.00005E+15,3/18/2026,,PRAIRIE CARE DRUGS,,-42.26,
Visa,4.00005E+15,3/23/2026,,COPPER MUG CAFE REGINA SK,,-10.57,
Visa,4.00005E+15,3/28/2026,,NORTHSTAR GROCER #18 REGINA SK,,-61.60,
Visa,4.00005E+15,3/31/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-82.25,
Visa,4.00005E+15,4/5/2026,,COPPER MUG CAFE REGINA SK,,-22.48,
Visa,4.00005E+15,4/5/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,612.90,
Visa,4.00005E+15,4/7/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-23.67,
Visa,4.00005E+15,4/9/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-11.74,
Visa,4.00005E+15,4/10/2026,,PRAIRIE CARE DRUGS,,-31.39,
Visa,4.00005E+15,4/10/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-9.42,
Visa,4.00005E+15,4/11/2026,,HARVEST FOODS #221 REGINA SK,,-79.24,
Visa,4.00005E+15,4/13/2026,,PRAIRIE MARKET #104 REGINA SK,,-96.83,
Visa,4.00005E+15,4/14/2026,,HEALTHWAY PHARMACY #09,,-8.88,
Visa,4.00005E+15,4/16/2026,,HARVEST FOODS #221 REGINA SK,,-59.22,
Visa,4.00005E+15,4/18/2026,,EVERGREEN DEPARTMENT STORE,,-41.44,
Visa,4.00005E+15,4/18/2026,,HEALTHWAY PHARMACY #09,,-23.62,
Visa,4.00005E+15,4/22/2026,,HARVEST FOODS #221 REGINA SK,,-114.76,
Visa,4.00005E+15,4/22/2026,,PARKSIDE PIZZA REGINA SK,,-31.67,
Visa,4.00005E+15,4/22/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-19.57,
Visa,4.00005E+15,4/23/2026,,HARVEST FOODS #221 REGINA SK,,-50.95,
Visa,4.00005E+15,4/23/2026,,PRAIRIE MARKET #104 REGINA SK,,-98.55,
Visa,4.00005E+15,4/27/2026,,NORTHSTAR GROCER #18 REGINA SK,,-154.53,
Visa,4.00005E+15,4/27/2026,,RIVERSTONE HOME REGINA SK,,-81.04,
Visa,4.00005E+15,4/29/2026,,NORTHSTAR GROCER #18 REGINA SK,,-162.21,
Visa,4.00005E+15,4/29/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-9.94,
Visa,4.00005E+15,5/1/2026,,EVERGREEN DEPARTMENT STORE,,-26.19,
Visa,4.00005E+15,5/2/2026,,HEALTHWAY PHARMACY #09,,-57.74,
Visa,4.00005E+15,5/5/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1131.15,
Visa,4.00005E+15,5/7/2026,,HARVEST FOODS #221 REGINA SK,,-15.41,
Visa,4.00005E+15,5/7/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-45.29,
Visa,4.00005E+15,5/7/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.16,
Visa,4.00005E+15,5/10/2026,,COPPER MUG CAFE REGINA SK,,-21.93,
Visa,4.00005E+15,5/11/2026,,PRAIRIE MARKET #104 REGINA SK,,-95.99,
Visa,4.00005E+15,5/11/2026,,PRAIRIE MARKET #104 REGINA SK,,-22.29,
Visa,4.00005E+15,5/16/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-8.39,
Visa,4.00005E+15,5/20/2026,,NORTHSTAR GROCER #18 REGINA SK,,-148.92,
Visa,4.00005E+15,5/20/2026,,WILLOW COFFEE HOUSE REGINA SK,,-8.34,
Visa,4.00005E+15,5/22/2026,,NORTHSTAR GROCER #18 REGINA SK,,-81.46,
Visa,4.00005E+15,5/23/2026,,WILLOW COFFEE HOUSE REGINA SK,,-4.03,
Visa,4.00005E+15,5/24/2026,,COPPER MUG CAFE REGINA SK,,-16.35,
Visa,4.00005E+15,5/24/2026,,HARVEST FOODS #221 REGINA SK,,-20.84,
Visa,4.00005E+15,5/24/2026,,NORTHSTAR GROCER #18 REGINA SK,,-71.87,
Visa,4.00005E+15,5/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-69.38,
Visa,4.00005E+15,5/27/2026,,NORTHSTAR GROCER #18 REGINA SK,,-109.23,
Visa,4.00005E+15,5/30/2026,,PRAIRIE MARKET #104 REGINA SK,,-70.55,
Visa,4.00005E+15,6/2/2026,,CINEMA PLAZA REGINA SK,,-44.55,
Visa,4.00005E+15,6/3/2026,,PARKSIDE PIZZA REGINA SK,,-41.60,
Visa,4.00005E+15,6/4/2026,,MAPLE BOWL KITCHEN REGINA SK,,-15.09,
Visa,4.00005E+15,6/5/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,901.36,
Visa,4.00005E+15,6/5/2026,,PRAIRIE MARKET #104 REGINA SK,,-41.06,
Visa,4.00005E+15,6/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-136.74,
Visa,4.00005E+15,6/7/2026,,CINEMA PLAZA REGINA SK,,-34.67,
Visa,4.00005E+15,6/7/2026,,PRAIRIE MARKET #104 REGINA SK,,-98.23,
Visa,4.00005E+15,6/9/2026,,PRAIRIE CARE DRUGS,,-29.39,
Visa,4.00005E+15,6/10/2026,,HEALTHWAY PHARMACY #09,,-22.36,
Visa,4.00005E+15,6/10/2026,,RIVERSTONE HOME REGINA SK,,-55.25,
Visa,4.00005E+15,6/11/2026,,HEALTHWAY PHARMACY #09,,-45.39,
Visa,4.00005E+15,6/12/2026,,RIVERSTONE HOME REGINA SK,,-74.35,
Visa,4.00005E+15,6/15/2026,,COPPER MUG CAFE REGINA SK,,-4.19,
Visa,4.00005E+15,6/15/2026,,NORTHSTAR GROCER #18 REGINA SK,,-164.10,
Visa,4.00005E+15,6/19/2026,,PRAIRIE CARE DRUGS,,-41.04,
Visa,4.00005E+15,6/21/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-66.83,
Visa,4.00005E+15,6/21/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-17.45,
Visa,4.00005E+15,6/23/2026,,NORTHSTAR GROCER #18 REGINA SK,,-158.10,
Visa,4.00005E+15,6/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-108.84,
Visa,4.00005E+15,6/24/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-16.70,
