Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00007E+15,1/10/2026,,HEALTHWAY PHARMACY #09,,-21.81,
Visa,4.00007E+15,1/15/2026,,HARVEST FOODS #221 REGINA SK,,-39.12,
Visa,4.00007E+15,1/16/2026,,COPPER MUG CAFE REGINA SK,,-18.14,
Visa,4.00007E+15,1/16/2026,,RIVERSTONE HOME REGINA SK,,-78.05,
Visa,4.00007E+15,1/17/2026,,HEALTHWAY PHARMACY #09,,-23.15,
Visa,4.00007E+15,1/19/2026,,PARKSIDE PIZZA REGINA SK,,-40.84,
Visa,4.00007E+15,1/21/2026,,PARKSIDE PIZZA REGINA SK,,-36.15,
Visa,4.00007E+15,1/23/2026,,HARVEST FOODS #221 REGINA SK,,-100.19,
Visa,4.00007E+15,1/24/2026,,EVERGREEN DEPARTMENT STORE,,-50.17,
Visa,4.00007E+15,1/24/2026,,NORTHSTAR GROCER #18 REGINA SK,,-97.10,
Visa,4.00007E+15,1/25/2026,,PRAIRIE MARKET #104 REGINA SK,,-91.27,
Visa,4.00007E+15,1/27/2026,,PRAIRIE CARE DRUGS,,-15.12,
Visa,4.00007E+15,2/3/2026,,HARVEST FOODS #221 REGINA SK,,-44.25,
Visa,4.00007E+15,2/5/2026,,RIVERSTONE HOME REGINA SK,,-104.13,
Visa,4.00007E+15,2/7/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-31.15,
Visa,4.00007E+15,2/7/2026,,PARKSIDE PIZZA REGINA SK,,-30.37,
Visa,4.00007E+15,2/8/2026,,HARVEST FOODS #221 REGINA SK,,-82.06,
Visa,4.00007E+15,2/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,876.56,
Visa,4.00007E+15,2/9/2026,,PRAIRIE MARKET #104 REGINA SK,,-114.88,
Visa,4.00007E+15,2/13/2026,,PARKSIDE PIZZA REGINA SK,,-19.16,
Visa,4.00007E+15,2/18/2026,,NORTHSTAR GROCER #18 REGINA SK,,-49.00,
Visa,4.00007E+15,2/18/2026,,PRAIRIE MARKET #104 REGINA SK,,-48.84,
Visa,4.00007E+15,2/21/2026,,PRAIRIE MARKET #104 REGINA SK,,-32.18,
Visa,4.00007E+15,2/25/2026,,HARVEST FOODS #221 REGINA SK,,-87.61,
Visa,4.00007E+15,2/25/2026,,RIVERSTONE HOME REGINA SK,,-37.88,
Visa,4.00007E+15,2/26/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-80.69,
Visa,4.00007E+15,2/28/2026,,PRAIRIE CARE DRUGS,,-39.44,
Visa,4.00007E+15,3/1/2026,,EVERGREEN DEPARTMENT STORE,,-77.29,
Visa,4.00007E+15,3/1/2026,,EVERGREEN DEPARTMENT STORE,,-72.02,
Visa,4.00007E+15,3/4/2026,,PRAIRIE MARKET #104 REGINA SK,,-68.96,
Visa,4.00007E+15,3/5/2026,,HEALTHWAY PHARMACY #09,,-24.51,
Visa,4.00007E+15,3/5/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.87,
Visa,4.00007E+15,3/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-78.08,
Visa,4.00007E+15,3/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-92.30,
Visa,4.00007E+15,3/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,801.64,
Visa,4.00007E+15,3/10/2026,,PARKSIDE PIZZA REGINA SK,,-36.17,
Visa,4.00007E+15,3/13/2026,,PRAIRIE MARKET #104 REGINA SK,,-116.77,
Visa,4.00007E+15,3/15/2026,,EVERGREEN DEPARTMENT STORE,,-80.25,
Visa,4.00007E+15,3/16/2026,,PRAIRIE MARKET #104 REGINA SK,,-72.39,
Visa,4.00007E+15,3/19/2026,,COPPER MUG CAFE REGINA SK,,-7.80,
Visa,4.00007E+15,3/19/2026,,NORTHSTAR GROCER #18 REGINA SK,,-103.93,
Visa,4.00007E+15,3/21/2026,,NORTHSTAR GROCER #18 REGINA SK,,-47.47,
Visa,4.00007E+15,3/28/2026,,HARVEST FOODS #221 REGINA SK,,-12.48,
Visa,4.00007E+15,3/30/2026,,HARVEST FOODS #221 REGINA SK,,-113.71,
Visa,4.00007E+15,3/31/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.12,
Visa,4.00007E+15,4/2/2026,,PRAIRIE CARE DRUGS,,-43.91,
Visa,4.00007E+15,4/5/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.55,
Visa,4.00007E+15,4/6/2026,,EVERGREEN DEPARTMENT STORE,,-81.51,
Visa,4.00007E+15,4/7/2026,,HARVEST FOODS #221 REGINA SK,,-115.09,
Visa,4.00007E+15,4/7/2026,,WILLOW COFFEE HOUSE REGINA SK,,-4.91,
Visa,4.00007E+15,4/7/2026,,WILLOW COFFEE HOUSE REGINA SK,,-6.18,
Visa,4.00007E+15,4/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1015.12,
Visa,4.00007E+15,4/10/2026,,PRAIRIE CARE DRUGS,,-19.88,
Visa,4.00007E+15,4/12/2026,,HEALTHWAY PHARMACY #09,,-22.83,
Visa,4.00007E+15,4/12/2026,,NORTHERN SKIES AIR,ONLINE PURCHASE,-686.30,
Visa,4.00007E+15,4/13/2026,,MAPLE BOWL KITCHEN REGINA SK,,-15.89,
Visa,4.00007E+15,4/13/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.84,
Visa,4.00007E+15,4/14/2026,,MAPLE LEAF HOTEL,ONLINE PURCHASE,-192.97,
Visa,4.00007E+15,4/14/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-79.34,
Visa,4.00007E+15,4/15/2026,,TRAVELSHIELD INSURANCE,,-81.01,
Visa,4.00007E+15,4/16/2026,,RIVERSTONE HOME REGINA SK,,-51.15,
Visa,4.00007E+15,4/18/2026,,EVERGREEN DEPARTMENT STORE,,-80.18,
Visa,4.00007E+15,4/19/2026,,RIVERSTONE HOME REGINA SK,,-101.32,
Visa,4.00007E+15,4/23/2026,,PRAIRIE CARE DRUGS,,-31.62,
Visa,4.00007E+15,4/23/2026,,RIVERSTONE HOME REGINA SK,,-90.10,
Visa,4.00007E+15,4/25/2026,,COPPER MUG CAFE REGINA SK,,-21.39,
Visa,4.00007E+15,4/28/2026,,NORTHSTAR GROCER #18 REGINA SK,,-42.69,
Visa,4.00007E+15,4/30/2026,,HEALTHWAY PHARMACY #09,,-24.24,
Visa,4.00007E+15,5/1/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-49.59,
Visa,4.00007E+15,5/2/2026,,NORTHSTAR GROCER #18 REGINA SK,,-159.81,
Visa,4.00007E+15,5/2/2026,,US COFFEE HOUSE,FOREIGN CURRENCY,,-11.37
Visa,4.00007E+15,5/3/2026,,US COFFEE HOUSE,FOREIGN CURRENCY,,-7.44
Visa,4.00007E+15,5/6/2026,,COPPER MUG CAFE REGINA SK,,-12.87,
Visa,4.00007E+15,5/6/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-76.96,
Visa,4.00007E+15,5/7/2026,,US HOTEL DINING,FOREIGN CURRENCY,,-65.94
Visa,4.00007E+15,5/7/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-60.18
Visa,4.00007E+15,5/8/2026,,COPPER MUG CAFE REGINA SK,,-4.27,
Visa,4.00007E+15,5/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,847.62,
Visa,4.00007E+15,5/12/2026,,US COFFEE HOUSE,FOREIGN CURRENCY,,-11.78
Visa,4.00007E+15,5/13/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-57.80,
Visa,4.00007E+15,5/14/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-68.87
Visa,4.00007E+15,5/15/2026,,HARVEST FOODS #221 REGINA SK,,-111.31,
Visa,4.00007E+15,5/15/2026,,US COFFEE HOUSE,FOREIGN CURRENCY,,-16.77
Visa,4.00007E+15,5/15/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-100.82
Visa,4.00007E+15,5/15/2026,,WILLOW COFFEE HOUSE REGINA SK,,-10.46,
Visa,4.00007E+15,5/16/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-45.41,
Visa,4.00007E+15,5/16/2026,,US MUSEUM TICKETS,FOREIGN CURRENCY,,-35.01
Visa,4.00007E+15,5/18/2026,,MAPLE BOWL KITCHEN REGINA SK,,-21.43,
Visa,4.00007E+15,5/18/2026,,US COFFEE HOUSE,FOREIGN CURRENCY,,-12.56
Visa,4.00007E+15,5/19/2026,,FOREIGN TRANSACTION FEE,,-38.55,
Visa,4.00007E+15,5/21/2026,,US HOTEL DINING,FOREIGN CURRENCY,,-66.79
Visa,4.00007E+15,5/21/2026,,US MUSEUM TICKETS,FOREIGN CURRENCY,,-47.33
Visa,4.00007E+15,5/21/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-92.32
Visa,4.00007E+15,5/24/2026,,COPPER MUG CAFE REGINA SK,,-7.74,
Visa,4.00007E+15,5/24/2026,,NORTHSTAR GROCER #18 REGINA SK,,-31.60,
Visa,4.00007E+15,5/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-114.91,
Visa,4.00007E+15,5/24/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-93.91
Visa,4.00007E+15,5/26/2026,,HARVEST FOODS #221 REGINA SK,,-75.16,
Visa,4.00007E+15,5/28/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-80.12,
Visa,4.00007E+15,5/28/2026,,US OUTLET STORE,FOREIGN CURRENCY,,-114.49
Visa,4.00007E+15,5/29/2026,,US CITY TRANSIT,FOREIGN CURRENCY,,-10.54
Visa,4.00007E+15,5/31/2026,,US MUSEUM TICKETS,FOREIGN CURRENCY,,-26.15
Visa,4.00007E+15,6/4/2026,,COPPER MUG CAFE REGINA SK,,-5.60,
Visa,4.00007E+15,6/7/2026,,PRAIRIE MARKET #104 REGINA SK,,-102.15,
Visa,4.00007E+15,6/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,859.44,
Visa,4.00007E+15,6/8/2026,,PRAIRIE MARKET #104 REGINA SK,,-97.70,
Visa,4.00007E+15,6/10/2026,,HARVEST FOODS #221 REGINA SK,,-104.06,
Visa,4.00007E+15,6/11/2026,,RIVERSTONE HOME REGINA SK,,-15.07,
Visa,4.00007E+15,6/13/2026,,PRAIRIE MARKET #104 REGINA SK,,-131.18,
Visa,4.00007E+15,6/15/2026,,HEALTHWAY PHARMACY #09,,-42.27,
Visa,4.00007E+15,6/18/2026,,NORTHSTAR GROCER #18 REGINA SK,,-126.41,
Visa,4.00007E+15,6/19/2026,,MAPLE BOWL KITCHEN REGINA SK,,-22.08,
Visa,4.00007E+15,6/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-103.05,
Visa,4.00007E+15,6/25/2026,,PRAIRIE CARE DRUGS,,-42.42,
Visa,4.00007E+15,6/27/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.48,
Visa,4.00007E+15,6/29/2026,,HARVEST FOODS #221 REGINA SK,,-118.38,
Visa,4.00007E+15,6/29/2026,,NORTHSTAR GROCER #18 REGINA SK,,-36.00,
