Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00001E+15,1/20/2026,,EVERGREEN DEPARTMENT STORE,,-103.83,
Visa,4.00001E+15,1/20/2026,,PRAIRIE CARE DRUGS,,-33.70,
Visa,4.00001E+15,1/25/2026,,HEALTHWAY PHARMACY #09,,-46.68,
Visa,4.00001E+15,1/29/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-26.12,
Visa,4.00001E+15,1/29/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-8.61,
Visa,4.00001E+15,1/30/2026,,PRAIRIE CARE DRUGS,,-42.61,
Visa,4.00001E+15,1/31/2026,,PRAIRIE MARKET #104 REGINA SK,,-21.89,
Visa,4.00001E+15,2/1/2026,,NORTHSTAR GROCER #18 REGINA SK,,-144.35,
Visa,4.00001E+15,2/2/2026,,CINEMA PLAZA REGINA SK,,-42.45,
Visa,4.00001E+15,2/2/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-9.31,
Visa,4.00001E+15,2/3/2026,,COPPER MUG CAFE REGINA SK,,-4.82,
Visa,4.00001E+15,2/4/2026,,HEALTHWAY PHARMACY #09,,-14.42,
Visa,4.00001E+15,2/4/2026,,PRAIRIE MARKET #104 REGINA SK,,-36.93,
Visa,4.00001E+15,2/4/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-23.35,
Visa,4.00001E+15,2/6/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,599.37,
Visa,4.00001E+15,2/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-65.03,
Visa,4.00001E+15,2/11/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-80.38,
Visa,4.00001E+15,2/12/2026,,COPPER MUG CAFE REGINA SK,,-14.38,
Visa,4.00001E+15,2/14/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-27.17,
Visa,4.00001E+15,2/15/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-13.65,
Visa,4.00001E+15,2/16/2026,,COPPER MUG CAFE REGINA SK,,-19.59,
Visa,4.00001E+15,2/21/2026,,PRAIRIE CARE DRUGS,,-25.05,
Visa,4.00001E+15,2/22/2026,,RIVERSTONE HOME REGINA SK,,-16.16,
Visa,4.00001E+15,2/25/2026,,COPPER MUG CAFE REGINA SK,,-20.88,
Visa,4.00001E+15,2/27/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-15.18,
Visa,4.00001E+15,2/28/2026,,PRAIRIE CARE DRUGS,,-20.41,
Visa,4.00001E+15,3/1/2026,,EVERGREEN DEPARTMENT STORE,,-54.72,
Visa,4.00001E+15,3/3/2026,,HARVEST FOODS #221 REGINA SK,,-66.36,
Visa,4.00001E+15,3/4/2026,,PARKSIDE PIZZA REGINA SK,,-20.13,
Visa,4.00001E+15,3/4/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-11.46,
Visa,4.00001E+15,3/6/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,593.51,
Visa,4.00001E+15,3/7/2026,,EVERGREEN DEPARTMENT STORE,,-56.94,
Visa,4.00001E+15,3/7/2026,,HEALTHWAY PHARMACY #09,,-52.51,
Visa,4.00001E+15,3/8/2026,,NORTHSTAR GROCER #18 REGINA SK,,-146.30,
Visa,4.00001E+15,3/10/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-13.19,
Visa,4.00001E+15,3/11/2026,,NORTHSTAR GROCER #18 REGINA SK,,-31.73,
Visa,4.00001E+15,3/16/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-12.83,
Visa,4.00001E+15,3/17/2026,,EVERGREEN DEPARTMENT STORE,,-72.63,
Visa,4.00001E+15,3/26/2026,,CINEMA PLAZA REGINA SK,,-29.33,
Visa,4.00001E+15,3/28/2026,,PARKSIDE PIZZA REGINA SK,,-36.93,
Visa,4.00001E+15,3/28/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-8.57,
Visa,4.00001E+15,3/28/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.41,
Visa,4.00001E+15,3/29/2026,,RIVERSTONE HOME REGINA SK,,-20.04,
Visa,4.00001E+15,3/31/2026,,CINEMA PLAZA REGINA SK,,-20.52,
Visa,4.00001E+15,4/4/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-14.56,
Visa,4.00001E+15,4/5/2026,,HARVEST FOODS #221 REGINA SK,,-32.90,
Visa,4.00001E+15,4/5/2026,,HEALTHWAY PHARMACY #09,,-30.15,
Visa,4.00001E+15,4/6/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,659.60,
Visa,4.00001E+15,4/6/2026,,RIVERSTONE HOME REGINA SK,,-17.00,
Visa,4.00001E+15,4/8/2026,,NORTHSTAR GROCER #18 REGINA SK,,-31.08,
Visa,4.00001E+15,4/9/2026,,CINEMA PLAZA REGINA SK,,-29.94,
Visa,4.00001E+15,4/9/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-14.40,
Visa,4.00001E+15,4/9/2026,,PARKSIDE PIZZA REGINA SK,,-18.57,
Visa,4.00001E+15,4/15/2026,,PRAIRIE CARE DRUGS,,-30.44,
Visa,4.00001E+15,4/16/2026,,WILLOW COFFEE HOUSE REGINA SK,,-10.70,
Visa,4.00001E+15,4/17/2026,,RIVERSTONE HOME REGINA SK,,-61.35,
Visa,4.00001E+15,4/17/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-11.30,
Visa,4.00001E+15,4/21/2026,,COPPER MUG CAFE REGINA SK,,-18.35,
Visa,4.00001E+15,4/21/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-13.77,
Visa,4.00001E+15,4/23/2026,,EVERGREEN DEPARTMENT STORE,,-49.45,
Visa,4.00001E+15,4/24/2026,,EVERGREEN DEPARTMENT STORE,,-88.19,
Visa,4.00001E+15,4/24/2026,,PARKSIDE PIZZA REGINA SK,,-48.37,
Visa,4.00001E+15,4/26/2026,,PRAIRIE MARKET #104 REGINA SK,,-102.02,
Visa,4.00001E+15,4/30/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-11.80,
Visa,4.00001E+15,5/3/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-47.24,
Visa,4.00001E+15,5/4/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.82,
Visa,4.00001E+15,5/6/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,634.34,
Visa,4.00001E+15,5/8/2026,,NORTHSTAR GROCER #18 REGINA SK,,-111.10,
Visa,4.00001E+15,5/14/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-13.13,
Visa,4.00001E+15,5/15/2026,,COPPER MUG CAFE REGINA SK,,-11.19,
Visa,4.00001E+15,5/15/2026,,PRAIRIE CARE DRUGS,,-34.01,
Visa,4.00001E+15,5/17/2026,,HARVEST FOODS #221 REGINA SK,,-35.67,
Visa,4.00001E+15,5/17/2026,,PRAIRIE MARKET #104 REGINA SK,,-130.82,
Visa,4.00001E+15,5/18/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-83.73,
Visa,4.00001E+15,5/18/2026,,PARKSIDE PIZZA REGINA SK,,-30.62,
Visa,4.00001E+15,5/20/2026,,HARVEST FOODS #221 REGINA SK,,-55.12,
Visa,4.00001E+15,5/20/2026,,RIVERSTONE HOME REGINA SK,,-44.63,
Visa,4.00001E+15,5/24/2026,,PARKSIDE PIZZA REGINA SK,,-48.28,
Visa,4.00001E+15,5/27/2026,,COPPER MUG CAFE REGINA SK,,-20.57,
Visa,4.00001E+15,5/28/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.11,
Visa,4.00001E+15,6/2/2026,,NORTHSTAR GROCER #18 REGINA SK,,-110.14,
Visa,4.00001E+15,6/2/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-8.63,
Visa,4.00001E+15,6/3/2026,,HARVEST FOODS #221 REGINA SK,,-31.65,
Visa,4.00001E+15,6/4/2026,,HARVEST FOODS #221 REGINA SK,,-99.27,
Visa,4.00001E+15,6/6/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,679.04,
Visa,4.00001E+15,6/7/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.12,
Visa,4.00001E+15,6/10/2026,,CINEMA PLAZA REGINA SK,,-15.43,
Visa,4.00001E+15,6/10/2026,,HARVEST FOODS #221 REGINA SK,,-91.07,
Visa,4.00001E+15,6/11/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-12.43,
Visa,4.00001E+15,6/12/2026,,EVERGREEN DEPARTMENT STORE,,-102.48,
Visa,4.00001E+15,6/12/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-10.91,
Visa,4.00001E+15,6/13/2026,,PARKSIDE PIZZA REGINA SK,,-49.46,
Visa,4.00001E+15,6/16/2026,,HEALTHWAY PHARMACY #09,,-9.49,
Visa,4.00001E+15,6/16/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-18.27,
Visa,4.00001E+15,6/20/2026,,EVERGREEN DEPARTMENT STORE,,-108.43,
Visa,4.00001E+15,6/20/2026,,SOUNDWAVE MUSIC,RECURRING PURCHASE,-13.35,
Visa,4.00001E+15,6/21/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-16.98,
Visa,4.00001E+15,6/25/2026,,STREAMFLIX CANADA,RECURRING PURCHASE,-23.93,
Visa,4.00001E+15,6/26/2026,,HEALTHWAY PHARMACY #09,,-49.37,
