Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,3.59417E+15,5/18/2026,,01320 MACS CONV. STORES GUELPH ON,,-2.12,
Visa,3.59417E+15,5/18/2026,,01320 MACS CONV. STORES GUELPH ON,,-6.68,
Visa,3.59417E+15,5/18/2026,,01320 MACS CONV. STORES GUELPH ON,,-4.23,
Visa,3.59417E+15,5/21/2026,,01320 MACS CONV. STORES GUELPH ON,,-4.23,
Visa,3.59417E+15,5/23/2026,,LCBO/RAO #0706 GUELPH ON,,-9.44,
Visa,3.59417E+15,5/23/2026,,KOODO MOBILE PAC EDMONTON AB,,-83.81,
Visa,3.59417E+15,5/23/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,145.14,
Visa,3.59417E+15,5/24/2026,,AMZN Mktp CA*JT3734WX3 866-216-1072 ON,,-106.25,
Visa,3.59417E+15,5/24/2026,,UBER CANADA/UBERTRIP TORONTO ON,,-10.28,
Visa,3.59417E+15,5/25/2026,,01320 MACS CONV. STORES GUELPH ON,,-4.23,
Visa,3.59417E+15,5/29/2026,,DAIRY QUEEN/OJ #12259 GUELPH ON,,-12.78,
Visa,3.59417E+15,5/31/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,214.01,
Visa,3.59417E+15,6/1/2026,,PAYPAL *MICROSOFT 4029357733 ON,,-3.05,
Visa,3.59417E+15,6/2/2026,,OLG 1 800 387 0098 NORTH YORK ON,,-2.7,
Visa,3.59417E+15,6/3/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,12.78,
Visa,3.59417E+15,6/6/2026,,THE BOATHOUSE TEA ROOM ANGUELPH ON,,-19.2,
Visa,3.59417E+15,6/6/2026,,GOODNESS ME! GUELPH GUELPH ON,,-34.25,
Visa,3.59417E+15,6/6/2026,,01320 MACS CONV. STORES GUELPH ON,,-2.12,
Visa,3.59417E+15,6/7/2026,,CANADIAN TIRE #42 GUELPH ON,,-99.75,
Visa,3.59417E+15,6/9/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,61.32,
Visa,3.59417E+15,6/10/2026,,Amazon.ca Prime Member amazon.ca/priBC,,-7.61,
Visa,3.59417E+15,6/13/2026,,Amazon.ca*EL4II56Q3 866-216-1072 ON,,-19.77,
Visa,3.59417E+15,6/13/2026,,Amazon.ca*D58X30QN3 866-216-1072 ON,,-35.01,
Visa,3.59417E+15,6/13/2026,,MECP-PORTBURWELL PPARK PORT BURWELL ON,,-28.32,
Visa,3.59417E+15,6/14/2026,,TBMBM OAKVILLE ON,,-91.33,
Visa,3.59417E+15,6/14/2026,,RED EYE CAFE & DONUTS CAMBRIDGE ON,,-44.5,
Visa,3.59417E+15,6/17/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,326.28,
Visa,3.59417E+15,6/17/2026,,AMZN Mktp CA*FB9LW5N23 866-216-1072 ON,,-68.54,
Visa,3.59417E+15,6/16/2026,,WAL-MART SUPERCENTER#1199GUELPH ON,,-137.88,
Visa,3.59417E+15,6/19/2026,,UBER CANADA/UBEREATS TORONTO ON,,-158.35,
Visa,3.59417E+15,6/19/2026,,01320 MACS CONV. STORES GUELPH ON,,-33.71,
Visa,3.59417E+15,6/20/2026,,LCBO/RAO #0495 GUELPH ON,,-100.33,
Visa,3.59417E+15,6/21/2026,,WAL-MART SUPERCENTER#1199GUELPH ON,,-28.16,
Visa,3.59417E+15,6/24/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,498.82,
Visa,3.59417E+15,6/23/2026,,WAL-MART SUPERCENTER#1199GUELPH ON,,-171.93,
Visa,3.59417E+15,6/23/2026,,WAL-MART SUPERCENTER#1199GUELPH ON,,-9.56,
Visa,3.59417E+15,6/25/2026,,KOODO MOBILE PAC EDMONTON AB,,-83.81,
Visa,3.59417E+15,6/26/2026,,WILLOW SMOKE & CIGARS GUELPH ON,,-87.34,
Visa,3.59417E+15,6/26/2026,,LCBO/RAO #0706 GUELPH ON,,-37.08,
Visa,3.59417E+15,6/30/2026,,NOFRILLS DOMENICS 793 GUELPH ON,,-31.04,
Visa,3.59417E+15,7/1/2026,,HTSP-* NORFOLK COUNTY FREDERICTON NB,,-43.15,
Visa,3.59417E+15,7/1/2026,,THE SURF SHOP PORT DOVER ON,,-45.69,
Visa,3.59417E+15,7/1/2026,,WENDYS 6302 GUELPH ON,,-28.32,
Visa,3.59417E+15,6/30/2026,,DAIRY QUEEN #11989 GRI GUELPH ON,,-17.65,
Visa,3.59417E+15,7/1/2026,,LAKE SIDE SAVINGS PORT DOVER ON,,-9.13,
Visa,3.59417E+15,7/1/2026,,WENDY'S 112 SIMCOE ON,,-14.15,
Visa,3.59417E+15,7/1/2026,,WENDY'S 112 SIMCOE ON,,-15.67,
