Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00002E+15,1/15/2026,,PRAIRIE PLUMBING SERVICE,,-177.27,
Visa,4.00002E+15,1/16/2026,,WILLOW COFFEE HOUSE REGINA SK,,-6.11,
Visa,4.00002E+15,1/18/2026,,HARVEST FOODS #221 REGINA SK,,-49.86,
Visa,4.00002E+15,1/18/2026,,HARVEST FOODS #221 REGINA SK,,-37.13,
Visa,4.00002E+15,1/18/2026,,LITTLE SPROUTS CHILDCARE,,-136.87,
Visa,4.00002E+15,1/19/2026,,COPPER MUG CAFE REGINA SK,,-14.30,
Visa,4.00002E+15,1/22/2026,,KIDS CORNER CLOTHING,,-21.68,
Visa,4.00002E+15,1/23/2026,,RIVERSTONE HOME REGINA SK,,-88.82,
Visa,4.00002E+15,1/24/2026,,COPPER MUG CAFE REGINA SK,,-5.82,
Visa,4.00002E+15,1/25/2026,,HARVEST FOODS #221 REGINA SK,,-17.66,
Visa,4.00002E+15,1/26/2026,,NORTHSTAR GROCER #18 REGINA SK,,-95.00,
Visa,4.00002E+15,1/30/2026,,PARKSIDE PIZZA REGINA SK,,-49.15,
Visa,4.00002E+15,1/31/2026,,COPPER MUG CAFE REGINA SK,,-4.43,
Visa,4.00002E+15,2/5/2026,,EVERGREEN DEPARTMENT STORE,,-115.28,
Visa,4.00002E+15,2/6/2026,,NORTHSTAR GROCER #18 REGINA SK,,-48.59,
Visa,4.00002E+15,2/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-42.47,
Visa,4.00002E+15,2/7/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-82.86,
Visa,4.00002E+15,2/7/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1809.32,
Visa,4.00002E+15,2/8/2026,,PRAIRIE FUEL #22 REGINA SK,,-73.93,
Visa,4.00002E+15,2/8/2026,,PRAIRIE FUEL #22 REGINA SK,,-43.21,
Visa,4.00002E+15,2/10/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-94.82,
Visa,4.00002E+15,2/11/2026,,HARVEST FOODS #221 REGINA SK,,-16.55,
Visa,4.00002E+15,2/12/2026,,PRAIRIE FUEL #22 REGINA SK,,-73.66,
Visa,4.00002E+15,2/12/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.57,
Visa,4.00002E+15,2/12/2026,,WILLOW COFFEE HOUSE REGINA SK,,-4.21,
Visa,4.00002E+15,2/13/2026,,CITY GARDEN CENTRE,,-44.03,
Visa,4.00002E+15,2/13/2026,,MAPLE BOWL KITCHEN REGINA SK,,-24.38,
Visa,4.00002E+15,2/13/2026,,PRAIRIE MARKET #104 REGINA SK,,-62.66,
Visa,4.00002E+15,2/13/2026,,PRAIRIE PLUMBING SERVICE,,-196.42,
Visa,4.00002E+15,2/14/2026,,PRAIRIE FUEL #22 REGINA SK,,-53.66,
Visa,4.00002E+15,2/15/2026,,RIVERSTONE HOME REGINA SK,,-38.51,
Visa,4.00002E+15,2/16/2026,,PRAIRIE PLUMBING SERVICE,,-179.33,
Visa,4.00002E+15,2/19/2026,,KIDS CORNER CLOTHING,,-38.83,
Visa,4.00002E+15,2/19/2026,,PRAIRIE MARKET #104 REGINA SK,,-99.15,
Visa,4.00002E+15,2/20/2026,,HOMESTEAD HARDWARE REGINA SK,,-151.52,
Visa,4.00002E+15,2/21/2026,,EVERGREEN DEPARTMENT STORE,,-127.28,
Visa,4.00002E+15,2/23/2026,,CITY GARDEN CENTRE,,-54.55,
Visa,4.00002E+15,2/23/2026,,KIDS CORNER CLOTHING,,-28.85,
Visa,4.00002E+15,2/23/2026,,PRAIRIE MARKET #104 REGINA SK,,-145.00,
Visa,4.00002E+15,2/23/2026,,PRAIRIE MARKET #104 REGINA SK,,-52.11,
Visa,4.00002E+15,2/24/2026,,EVERGREEN DEPARTMENT STORE,,-87.58,
Visa,4.00002E+15,2/24/2026,,HARVEST FOODS #221 REGINA SK,,-74.55,
Visa,4.00002E+15,2/24/2026,,PRAIRIE PLUMBING SERVICE,,-103.36,
Visa,4.00002E+15,2/24/2026,,RIVERSTONE HOME REGINA SK,,-31.41,
Visa,4.00002E+15,2/25/2026,,HARVEST FOODS #221 REGINA SK,,-75.62,
Visa,4.00002E+15,2/25/2026,,NORTHSTAR GROCER #18 REGINA SK,,-74.60,
Visa,4.00002E+15,2/26/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-36.51,
Visa,4.00002E+15,2/27/2026,,PRAIRIE MARKET #104 REGINA SK,,-78.14,
Visa,4.00002E+15,3/1/2026,,LITTLE SPROUTS CHILDCARE,,-156.73,
Visa,4.00002E+15,3/2/2026,,PARKSIDE PIZZA REGINA SK,,-40.39,
Visa,4.00002E+15,3/3/2026,,HARVEST FOODS #221 REGINA SK,,-91.69,
Visa,4.00002E+15,3/4/2026,,PARKSIDE PIZZA REGINA SK,,-49.66,
Visa,4.00002E+15,3/5/2026,,HARVEST FOODS #221 REGINA SK,,-89.85,
Visa,4.00002E+15,3/6/2026,,COPPER MUG CAFE REGINA SK,,-4.67,
Visa,4.00002E+15,3/6/2026,,PRAIRIE PLUMBING SERVICE,,-311.56,
Visa,4.00002E+15,3/7/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,2463.20,
Visa,4.00002E+15,3/7/2026,,PRAIRIE MARKET #104 REGINA SK,,-142.23,
Visa,4.00002E+15,3/8/2026,,HARVEST FOODS #221 REGINA SK,,-100.49,
Visa,4.00002E+15,3/8/2026,,NORTHSTAR GROCER #18 REGINA SK,,-49.20,
Visa,4.00002E+15,3/12/2026,,HARVEST FOODS #221 REGINA SK,,-28.96,
Visa,4.00002E+15,3/13/2026,,PRAIRIE CARE DRUGS,,-23.95,
Visa,4.00002E+15,3/14/2026,,PRAIRIE FUEL #22 REGINA SK,,-75.59,
Visa,4.00002E+15,3/15/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-9.21,
Visa,4.00002E+15,3/19/2026,,LITTLE SPROUTS CHILDCARE,,-159.58,
Visa,4.00002E+15,3/21/2026,,FAMILY FUN CENTRE REGINA SK,,-34.79,
Visa,4.00002E+15,3/23/2026,,MAPLE BOWL KITCHEN REGINA SK,,-34.75,
Visa,4.00002E+15,3/24/2026,,EVERGREEN DEPARTMENT STORE,,-72.40,
Visa,4.00002E+15,3/24/2026,,HARVEST FOODS #221 REGINA SK,,-117.35,
Visa,4.00002E+15,3/24/2026,,PRAIRIE CARE DRUGS,,-20.20,
Visa,4.00002E+15,3/26/2026,,PRAIRIE CARE DRUGS,,-41.54,
Visa,4.00002E+15,3/26/2026,,PRAIRIE FUEL #22 REGINA SK,,-83.32,
Visa,4.00002E+15,3/26/2026,,RIVERSTONE HOME REGINA SK,,-22.37,
Visa,4.00002E+15,3/27/2026,,HARVEST FOODS #221 REGINA SK,,-118.82,
Visa,4.00002E+15,3/27/2026,,PRAIRIE CARE DRUGS,,-12.22,
Visa,4.00002E+15,3/28/2026,,LITTLE SPROUTS CHILDCARE,,-91.16,
Visa,4.00002E+15,3/29/2026,,FAMILY FUN CENTRE REGINA SK,,-51.82,
Visa,4.00002E+15,3/29/2026,,NORTHSTAR GROCER #18 REGINA SK,,-82.20,
Visa,4.00002E+15,4/3/2026,,NORTHSTAR GROCER #18 REGINA SK,,-70.27,
Visa,4.00002E+15,4/4/2026,,HARVEST FOODS #221 REGINA SK,,-58.15,
Visa,4.00002E+15,4/4/2026,,NORTH LOOP GAS REGINA SK,,-51.81,
Visa,4.00002E+15,4/4/2026,,NORTHSTAR GROCER #18 REGINA SK,,-156.09,
Visa,4.00002E+15,4/5/2026,,MAPLE BOWL KITCHEN REGINA SK,,-13.04,
Visa,4.00002E+15,4/6/2026,,HOMESTEAD HARDWARE REGINA SK,,-104.17,
Visa,4.00002E+15,4/6/2026,,NORTHSTAR GROCER #18 REGINA SK,,-151.16,
Visa,4.00002E+15,4/6/2026,,RIVERSTONE HOME REGINA SK,,-46.76,
Visa,4.00002E+15,4/7/2026,,NORTH LOOP GAS REGINA SK,,-86.48,
Visa,4.00002E+15,4/7/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,2116.70,
Visa,4.00002E+15,4/8/2026,,HARVEST FOODS #221 REGINA SK,,-36.12,
Visa,4.00002E+15,4/8/2026,,HOMESTEAD HARDWARE REGINA SK,,-23.88,
Visa,4.00002E+15,4/8/2026,,MAPLE BOWL KITCHEN REGINA SK,,-32.12,
Visa,4.00002E+15,4/9/2026,,HARVEST FOODS #221 REGINA SK,,-87.01,
Visa,4.00002E+15,4/9/2026,,RIVERSTONE HOME REGINA SK,,-15.20,
Visa,4.00002E+15,4/10/2026,,FAMILY FUN CENTRE REGINA SK,,-26.41,
Visa,4.00002E+15,4/11/2026,,KIDS CORNER CLOTHING,,-81.31,
Visa,4.00002E+15,4/11/2026,,WILLOW COFFEE HOUSE REGINA SK,,-4.73,
Visa,4.00002E+15,4/12/2026,,NORTHSTAR GROCER #18 REGINA SK,,-146.02,
Visa,4.00002E+15,4/14/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-83.69,
Visa,4.00002E+15,4/15/2026,,FAMILY FUN CENTRE REGINA SK,,-72.15,
Visa,4.00002E+15,4/15/2026,,HARVEST FOODS #221 REGINA SK,,-17.17,
Visa,4.00002E+15,4/15/2026,,LITTLE SPROUTS CHILDCARE,,-90.06,
Visa,4.00002E+15,4/15/2026,,NORTH LOOP GAS REGINA SK,,-59.85,
Visa,4.00002E+15,4/16/2026,,NORTH LOOP GAS REGINA SK,,-80.25,
Visa,4.00002E+15,4/16/2026,,PARKSIDE PIZZA REGINA SK,,-33.05,
Visa,4.00002E+15,4/17/2026,,HARVEST FOODS #221 REGINA SK,,-109.87,
Visa,4.00002E+15,4/17/2026,,KIDS CORNER CLOTHING,,-44.81,
Visa,4.00002E+15,4/23/2026,,NORTHSTAR GROCER #18 REGINA SK,,-32.58,
Visa,4.00002E+15,4/24/2026,,COPPER MUG CAFE REGINA SK,,-22.29,
Visa,4.00002E+15,4/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-65.70,
Visa,4.00002E+15,4/27/2026,,FAMILY FUN CENTRE REGINA SK,,-59.63,
Visa,4.00002E+15,4/27/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-22.22,
Visa,4.00002E+15,4/29/2026,,PRAIRIE FUEL #22 REGINA SK,,-73.18,
Visa,4.00002E+15,4/30/2026,,COPPER MUG CAFE REGINA SK,,-19.84,
Visa,4.00002E+15,4/30/2026,,NORTHSTAR GROCER #18 REGINA SK,,-24.08,
Visa,4.00002E+15,5/7/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,2101.15,
Visa,4.00002E+15,5/9/2026,,KIDS CORNER CLOTHING,,-46.51,
Visa,4.00002E+15,5/10/2026,,MAPLE BOWL KITCHEN REGINA SK,,-24.28,
Visa,4.00002E+15,5/11/2026,,COPPER MUG CAFE REGINA SK,,-21.22,
Visa,4.00002E+15,5/11/2026,,PRAIRIE CARE DRUGS,,-28.47,
Visa,4.00002E+15,5/14/2026,,PRAIRIE CARE DRUGS,,-29.50,
Visa,4.00002E+15,5/15/2026,,FAMILY FUN CENTRE REGINA SK,,-32.42,
Visa,4.00002E+15,5/15/2026,,HARVEST FOODS #221 REGINA SK,,-96.24,
Visa,4.00002E+15,5/15/2026,,PARKSIDE PIZZA REGINA SK,,-46.21,
Visa,4.00002E+15,5/15/2026,,PRAIRIE MARKET #104 REGINA SK,,-30.74,
Visa,4.00002E+15,5/16/2026,,PRAIRIE MARKET #104 REGINA SK,,-137.91,
Visa,4.00002E+15,5/17/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-42.47,
Visa,4.00002E+15,5/19/2026,,COPPER MUG CAFE REGINA SK,,-9.49,
Visa,4.00002E+15,5/19/2026,,HARVEST FOODS #221 REGINA SK,,-112.73,
Visa,4.00002E+15,5/20/2026,,CITY GARDEN CENTRE,,-66.27,
Visa,4.00002E+15,5/20/2026,,PRAIRIE FUEL #22 REGINA SK,,-54.40,
Visa,4.00002E+15,5/23/2026,,LITTLE SPROUTS CHILDCARE,,-124.41,
Visa,4.00002E+15,5/24/2026,,LITTLE SPROUTS CHILDCARE,,-116.44,
Visa,4.00002E+15,5/24/2026,,NORTH LOOP GAS REGINA SK,,-60.13,
Visa,4.00002E+15,5/25/2026,,PRAIRIE CARE DRUGS,,-44.33,
Visa,4.00002E+15,5/27/2026,,KIDS CORNER CLOTHING,,-32.49,
Visa,4.00002E+15,5/27/2026,,PRAIRIE PLUMBING SERVICE,,-149.48,
Visa,4.00002E+15,5/28/2026,,FAMILY FUN CENTRE REGINA SK,,-50.28,
Visa,4.00002E+15,5/28/2026,,KIDS CORNER CLOTHING,,-61.54,
Visa,4.00002E+15,5/28/2026,,MAPLE BOWL KITCHEN REGINA SK,,-34.61,
Visa,4.00002E+15,5/28/2026,,NORTHSTAR GROCER #18 REGINA SK,,-31.71,
Visa,4.00002E+15,5/28/2026,,PRAIRIE FUEL #22 REGINA SK,,-59.62,
Visa,4.00002E+15,5/29/2026,,EVERGREEN DEPARTMENT STORE,,-112.62,
Visa,4.00002E+15,5/29/2026,,LITTLE SPROUTS CHILDCARE,,-110.15,
Visa,4.00002E+15,5/30/2026,,HOMESTEAD HARDWARE REGINA SK,,-113.47,
Visa,4.00002E+15,5/30/2026,,PRAIRIE PLUMBING SERVICE,,-234.84,
Visa,4.00002E+15,5/30/2026,,RIVERSTONE HOME REGINA SK,,-54.86,
Visa,4.00002E+15,6/2/2026,,KIDS CORNER CLOTHING,,-56.26,
Visa,4.00002E+15,6/2/2026,,PRAIRIE CARE DRUGS,,-13.15,
Visa,4.00002E+15,6/3/2026,,FAMILY FUN CENTRE REGINA SK,,-26.17,
Visa,4.00002E+15,6/3/2026,,KIDS CORNER CLOTHING,,-68.50,
Visa,4.00002E+15,6/3/2026,,PARKSIDE PIZZA REGINA SK,,-34.00,
Visa,4.00002E+15,6/4/2026,,HOMESTEAD HARDWARE REGINA SK,,-28.00,
Visa,4.00002E+15,6/4/2026,,MAPLE BOWL KITCHEN REGINA SK,,-27.77,
Visa,4.00002E+15,6/4/2026,,PRAIRIE FUEL #22 REGINA SK,,-48.04,
Visa,4.00002E+15,6/5/2026,,HARVEST FOODS #221 REGINA SK,,-53.76,
Visa,4.00002E+15,6/5/2026,,PRAIRIE MARKET #104 REGINA SK,,-78.47,
Visa,4.00002E+15,6/6/2026,,NORTH LOOP GAS REGINA SK,,-72.29,
Visa,4.00002E+15,6/6/2026,,RIVERSTONE HOME REGINA SK,,-81.63,
Visa,4.00002E+15,6/7/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,2169.84,
Visa,4.00002E+15,6/8/2026,,PRAIRIE FUEL #22 REGINA SK,,-46.88,
Visa,4.00002E+15,6/10/2026,,HARVEST FOODS #221 REGINA SK,,-67.54,
Visa,4.00002E+15,6/11/2026,,PRAIRIE MARKET #104 REGINA SK,,-102.04,
Visa,4.00002E+15,6/12/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-85.52,
Visa,4.00002E+15,6/16/2026,,HOMESTEAD HARDWARE REGINA SK,,-128.48,
Visa,4.00002E+15,6/17/2026,,HEALTHWAY PHARMACY #09,,-18.75,
Visa,4.00002E+15,6/18/2026,,LITTLE SPROUTS CHILDCARE,,-168.38,
Visa,4.00002E+15,6/18/2026,,NORTHSTAR GROCER #18 REGINA SK,,-132.67,
Visa,4.00002E+15,6/20/2026,,HEALTHWAY PHARMACY #09,,-29.06,
Visa,4.00002E+15,6/23/2026,,KIDS CORNER CLOTHING,,-78.21,
Visa,4.00002E+15,6/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-119.27,
Visa,4.00002E+15,6/25/2026,,KIDS CORNER CLOTHING,,-47.39,
Visa,4.00002E+15,6/25/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-18.18,
Visa,4.00002E+15,6/26/2026,,NORTHSTAR GROCER #18 REGINA SK,,-56.06,
Visa,4.00002E+15,6/26/2026,,PRAIRIE MARKET #104 REGINA SK,,-125.17,
Visa,4.00002E+15,6/27/2026,,HARVEST FOODS #221 REGINA SK,,-93.05,
Visa,4.00002E+15,6/30/2026,,RIVERSTONE HOME REGINA SK,,-18.61,
