Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Savings,10003-2000003,4/30/2026,,DEPOSIT INTEREST,,0.78,
Savings,10003-2000003,5/27/2026,,Transfer,TAX RESERVE,2214.67,
Savings,10003-2000003,5/31/2026,,DEPOSIT INTEREST,,2.62,
Savings,10003-2000003,6/27/2026,,Transfer,TAX RESERVE,959.22,
Savings,10003-2000003,6/30/2026,,DEPOSIT INTEREST,,2.05,
Visa,4.00003E+15,1/2/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-24.00,
Visa,4.00003E+15,1/2/2026,,EVERGREEN DEPARTMENT STORE,,-32.44,
Visa,4.00003E+15,1/3/2026,,COPPER MUG CAFE REGINA SK,,-15.45,
Visa,4.00003E+15,1/5/2026,,PARKSIDE PIZZA REGINA SK,,-41.98,
Visa,4.00003E+15,1/5/2026,,WILLOW COFFEE HOUSE REGINA SK,,-10.16,
Visa,4.00003E+15,1/12/2026,,OFFICE SUPPLY DEPOT,,-107.27,
Visa,4.00003E+15,1/17/2026,,COPPER MUG CAFE REGINA SK,,-22.11,
Visa,4.00003E+15,1/17/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-16.94,
Visa,4.00003E+15,1/18/2026,,PRAIRIE COWORK REGINA SK,,-71.49,
Visa,4.00003E+15,1/19/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-28.14,
Visa,4.00003E+15,1/19/2026,,COPPER MUG CAFE REGINA SK,,-4.24,
Visa,4.00003E+15,1/20/2026,,OFFICE SUPPLY DEPOT,,-12.51,
Visa,4.00003E+15,1/21/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-41.80,
Visa,4.00003E+15,1/25/2026,,PARKSIDE PIZZA REGINA SK,,-41.85,
Visa,4.00003E+15,1/25/2026,,PRAIRIE COWORK REGINA SK,,-19.45,
Visa,4.00003E+15,1/26/2026,,EVERGREEN DEPARTMENT STORE,,-23.27,
Visa,4.00003E+15,1/26/2026,,EVERGREEN DEPARTMENT STORE,,-69.66,
Visa,4.00003E+15,1/26/2026,,PARKSIDE PIZZA REGINA SK,,-19.86,
Visa,4.00003E+15,1/31/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-19.64,
Visa,4.00003E+15,1/31/2026,,HARVEST FOODS #221 REGINA SK,,-48.29,
Visa,4.00003E+15,2/1/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-58.16,
Visa,4.00003E+15,2/2/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-15.41,
Visa,4.00003E+15,2/3/2026,,OFFICE SUPPLY DEPOT,,-67.64,
Visa,4.00003E+15,2/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,615.20,
Visa,4.00003E+15,2/8/2026,,PRAIRIE COWORK REGINA SK,,-33.12,
Visa,4.00003E+15,2/11/2026,,HARVEST FOODS #221 REGINA SK,,-115.15,
Visa,4.00003E+15,2/11/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-47.13,
Visa,4.00003E+15,2/12/2026,,COPPER MUG CAFE REGINA SK,,-20.85,
Visa,4.00003E+15,2/15/2026,,HARVEST FOODS #221 REGINA SK,,-116.07,
Visa,4.00003E+15,2/16/2026,,PRAIRIE COWORK REGINA SK,,-46.55,
Visa,4.00003E+15,2/17/2026,,PRAIRIE COWORK REGINA SK,,-65.42,
Visa,4.00003E+15,2/18/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-24.68,
Visa,4.00003E+15,2/18/2026,,TECH HUB ONLINE,COMPUTER EQUIPMENT,-1679.99,
Visa,4.00003E+15,2/20/2026,,OFFICE SUPPLY DEPOT,,-93.43,
Visa,4.00003E+15,2/20/2026,,OFFICE SUPPLY DEPOT,,-29.97,
Visa,4.00003E+15,2/25/2026,,OFFICE SUPPLY DEPOT,,-69.95,
Visa,4.00003E+15,2/26/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-57.57,
Visa,4.00003E+15,2/27/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-19.28,
Visa,4.00003E+15,2/27/2026,,OFFICE SUPPLY DEPOT,,-93.22,
Visa,4.00003E+15,2/28/2026,,NORTHSTAR GROCER #18 REGINA SK,,-77.69,
Visa,4.00003E+15,2/28/2026,,OFFICE SUPPLY DEPOT,,-35.33,
Visa,4.00003E+15,3/3/2026,,PRAIRIE COWORK REGINA SK,,-27.35,
Visa,4.00003E+15,3/8/2026,,MAPLE BOWL KITCHEN REGINA SK,,-33.58,
Visa,4.00003E+15,3/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1007.56,
Visa,4.00003E+15,3/10/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-27.52,
Visa,4.00003E+15,3/10/2026,,OFFICE SUPPLY DEPOT,,-67.75,
Visa,4.00003E+15,3/12/2026,,EVERGREEN DEPARTMENT STORE,,-66.49,
Visa,4.00003E+15,3/13/2026,,OFFICE SUPPLY DEPOT,,-89.78,
Visa,4.00003E+15,3/13/2026,,PRAIRIE MARKET #104 REGINA SK,,-37.62,
Visa,4.00003E+15,3/15/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-50.46,
Visa,4.00003E+15,3/15/2026,,PARKSIDE PIZZA REGINA SK,,-42.60,
Visa,4.00003E+15,3/18/2026,,PRAIRIE MARKET #104 REGINA SK,,-76.57,
Visa,4.00003E+15,3/19/2026,,COPPER MUG CAFE REGINA SK,,-17.11,
Visa,4.00003E+15,3/19/2026,,PRAIRIE MARKET #104 REGINA SK,,-112.86,
Visa,4.00003E+15,3/21/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-50.46,
Visa,4.00003E+15,3/21/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-14.08,
Visa,4.00003E+15,3/21/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-87.08,
Visa,4.00003E+15,3/24/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-42.87,
Visa,4.00003E+15,3/25/2026,,OFFICE SUPPLY DEPOT,,-85.83,
Visa,4.00003E+15,3/27/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-25.74,
Visa,4.00003E+15,3/31/2026,,COPPER MUG CAFE REGINA SK,,-11.56,
Visa,4.00003E+15,4/4/2026,,OFFICE SUPPLY DEPOT,,-50.68,
Visa,4.00003E+15,4/4/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-91.28,
Visa,4.00003E+15,4/4/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-21.85,
Visa,4.00003E+15,4/4/2026,,PRAIRIE COWORK REGINA SK,,-26.04,
Visa,4.00003E+15,4/5/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-55.97,
Visa,4.00003E+15,4/7/2026,,PRAIRIE COWORK REGINA SK,,-27.57,
Visa,4.00003E+15,4/8/2026,,HARVEST FOODS #221 REGINA SK,,-98.11,
Visa,4.00003E+15,4/8/2026,,OFFICE SUPPLY DEPOT,,-85.46,
Visa,4.00003E+15,4/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,787.80,
Visa,4.00003E+15,4/10/2026,,PRAIRIE COWORK REGINA SK,,-41.69,
Visa,4.00003E+15,4/15/2026,,RIVERSTONE HOME REGINA SK,,-56.97,
Visa,4.00003E+15,4/17/2026,,OFFICE SUPPLY DEPOT,,-78.85,
Visa,4.00003E+15,4/18/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-12.05,
Visa,4.00003E+15,4/21/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-52.99,
Visa,4.00003E+15,4/23/2026,,PARKSIDE PIZZA REGINA SK,,-40.34,
Visa,4.00003E+15,4/23/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-36.38,
Visa,4.00003E+15,4/24/2026,,OFFICE SUPPLY DEPOT,,-18.52,
Visa,4.00003E+15,4/25/2026,,PRAIRIE COWORK REGINA SK,,-42.72,
Visa,4.00003E+15,4/27/2026,,NORTHSTAR GROCER #18 REGINA SK,,-50.80,
Visa,4.00003E+15,4/29/2026,,MAPLE BOWL KITCHEN REGINA SK,,-14.19,
Visa,4.00003E+15,4/30/2026,,OFFICE SUPPLY DEPOT,,-87.00,
Visa,4.00003E+15,5/1/2026,,PRAIRIE COWORK REGINA SK,,-26.59,
Visa,4.00003E+15,5/2/2026,,COPPER MUG CAFE REGINA SK,,-22.40,
Visa,4.00003E+15,5/2/2026,,PRAIRIE COWORK REGINA SK,,-32.19,
Visa,4.00003E+15,5/3/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-34.67,
Visa,4.00003E+15,5/3/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-35.19,
Visa,4.00003E+15,5/4/2026,,NORTHSTAR GROCER #18 REGINA SK,,-74.37,
Visa,4.00003E+15,5/5/2026,,PRAIRIE COWORK REGINA SK,,-32.41,
Visa,4.00003E+15,5/7/2026,,PRAIRIE MARKET #104 REGINA SK,,-138.36,
Visa,4.00003E+15,5/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,880.81,
Visa,4.00003E+15,5/17/2026,,HARVEST FOODS #221 REGINA SK,,-105.22,
Visa,4.00003E+15,5/18/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-22.05,
Visa,4.00003E+15,5/21/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-36.56,
Visa,4.00003E+15,5/21/2026,,OFFICE SUPPLY DEPOT,,-94.62,
Visa,4.00003E+15,5/23/2026,,OFFICE SUPPLY DEPOT,,-109.60,
Visa,4.00003E+15,5/27/2026,,PRAIRIE COWORK REGINA SK,,-43.51,
Visa,4.00003E+15,5/27/2026,,PRAIRIE COWORK REGINA SK,,-56.70,
Visa,4.00003E+15,5/29/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-38.52,
Visa,4.00003E+15,6/5/2026,,PRAIRIE COWORK REGINA SK,,-48.71,
Visa,4.00003E+15,6/5/2026,,PRAIRIE COWORK REGINA SK,,-62.93,
Visa,4.00003E+15,6/6/2026,,PRAIRIE COWORK REGINA SK,,-35.14,
Visa,4.00003E+15,6/8/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,718.96,
Visa,4.00003E+15,6/15/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-81.50,
Visa,4.00003E+15,6/17/2026,,CLOUDLEDGER SOFTWARE,RECURRING PURCHASE,-21.01,
Visa,4.00003E+15,6/19/2026,,NORTHSTAR GROCER #18 REGINA SK,,-108.38,
Visa,4.00003E+15,6/19/2026,,PRAIRIE COWORK REGINA SK,,-63.31,
Visa,4.00003E+15,6/22/2026,,EVERGREEN DEPARTMENT STORE,,-134.19,
Visa,4.00003E+15,6/22/2026,,RIVERSTONE HOME REGINA SK,,-25.62,
Visa,4.00003E+15,6/23/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-75.31,
Visa,4.00003E+15,6/23/2026,,PIXELPOST DESIGN TOOLS,RECURRING PURCHASE,-16.26,
Visa,4.00003E+15,6/24/2026,,COPPER MUG CAFE REGINA SK,,-4.97,
Visa,4.00003E+15,6/26/2026,,PARKSIDE PIZZA REGINA SK,,-29.68,
Visa,4.00003E+15,6/28/2026,,NORTHSTAR GROCER #18 REGINA SK,,-38.56,
Visa,4.00003E+15,6/28/2026,,OFFICE SUPPLY DEPOT,,-33.98,
Visa,4.00003E+15,6/29/2026,,OFFICE SUPPLY DEPOT,,-30.16,
Visa,4.00003E+15,6/29/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.21,
Visa,4.00003E+15,6/30/2026,,COPPER MUG CAFE REGINA SK,,-5.12,
Visa,4.00003E+15,6/30/2026,,OFFICE SUPPLY DEPOT,,-60.43,
