Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00008E+15,2/16/2026,,HEALTHWAY PHARMACY #09,,-28.26,
Visa,4.00008E+15,2/19/2026,,WILLOW COFFEE HOUSE REGINA SK,,-9.13,
Visa,4.00008E+15,2/22/2026,,HARVEST FOODS #221 REGINA SK,,-114.01,
Visa,4.00008E+15,2/27/2026,,PARKSIDE PIZZA REGINA SK,,-23.21,
Visa,4.00008E+15,3/4/2026,,PRAIRIE CARE DRUGS,,-21.40,
Visa,4.00008E+15,3/11/2026,,HARVEST FOODS #221 REGINA SK,,-74.44,
Visa,4.00008E+15,3/11/2026,,NORTHSTAR GROCER #18 REGINA SK,,-164.56,
Visa,4.00008E+15,3/13/2026,,MAPLE BOWL KITCHEN REGINA SK,,-37.80,
Visa,4.00008E+15,3/14/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,354.78,
Visa,4.00008E+15,3/15/2026,,NORTHSTAR GROCER #18 REGINA SK,,-26.85,
Visa,4.00008E+15,3/18/2026,,NORTHSTAR GROCER #18 REGINA SK,,-145.10,
Visa,4.00008E+15,3/20/2026,,PRAIRIE MARKET #104 REGINA SK,,-120.76,
Visa,4.00008E+15,3/24/2026,,PRAIRIE MARKET #104 REGINA SK,,-125.27,
Visa,4.00008E+15,3/29/2026,,PRAIRIE MARKET #104 REGINA SK,,-48.17,
Visa,4.00008E+15,3/30/2026,,PRAIRIE MARKET #104 REGINA SK,,-85.15,
Visa,4.00008E+15,4/1/2026,,HARVEST FOODS #221 REGINA SK,,-75.83,
Visa,4.00008E+15,4/5/2026,,HEALTHWAY PHARMACY #09,,-39.10,
Visa,4.00008E+15,4/12/2026,,HARVEST FOODS #221 REGINA SK,,-22.76,
Visa,4.00008E+15,4/14/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,849.50,
Visa,4.00008E+15,4/18/2026,,HEALTHWAY PHARMACY #09,,-14.72,
Visa,4.00008E+15,4/20/2026,,HEALTHWAY PHARMACY #09,,-22.37,
Visa,4.00008E+15,4/21/2026,,PARKSIDE PIZZA REGINA SK,,-29.83,
Visa,4.00008E+15,4/22/2026,,PARKSIDE PIZZA REGINA SK,,-44.17,
Visa,4.00008E+15,4/23/2026,,HARVEST FOODS #221 REGINA SK,,-69.89,
Visa,4.00008E+15,4/25/2026,,MAPLE BOWL KITCHEN REGINA SK,,-30.53,
Visa,4.00008E+15,4/25/2026,,WILLOW COFFEE HOUSE REGINA SK,,-8.80,
Visa,4.00008E+15,5/4/2026,,PRAIRIE CARE DRUGS,,-40.21,
Visa,4.00008E+15,5/5/2026,,PRAIRIE MARKET #104 REGINA SK,,-107.97,
Visa,4.00008E+15,5/7/2026,,PRAIRIE MARKET #104 REGINA SK,,-107.01,
Visa,4.00008E+15,5/9/2026,,COPPER MUG CAFE REGINA SK,,-22.75,
Visa,4.00008E+15,5/11/2026,,PRAIRIE CARE DRUGS,,-15.63,
Visa,4.00008E+15,5/14/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,358.00,
Visa,4.00008E+15,5/15/2026,,HEALTHWAY PHARMACY #09,,-20.74,
Visa,4.00008E+15,5/16/2026,,PRAIRIE CARE DRUGS,,-11.82,
Visa,4.00008E+15,6/8/2026,,HEALTHWAY PHARMACY #09,,-51.22,
Visa,4.00008E+15,6/9/2026,,PARKSIDE PIZZA REGINA SK,,-38.33,
Visa,4.00008E+15,6/13/2026,,PRAIRIE CARE DRUGS,,-32.84,
Visa,4.00008E+15,6/14/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,326.13,
Visa,4.00008E+15,6/16/2026,,PRAIRIE CARE DRUGS,,-30.88,
Visa,4.00008E+15,6/17/2026,,WILLOW COFFEE HOUSE REGINA SK,,-7.59,
Visa,4.00008E+15,6/21/2026,,COPPER MUG CAFE REGINA SK,,-21.54,
Visa,4.00008E+15,6/21/2026,,MAPLE BOWL KITCHEN REGINA SK,,-34.47,
Visa,4.00008E+15,6/24/2026,,HARVEST FOODS #221 REGINA SK,,-82.82,
Visa,4.00008E+15,6/24/2026,,NORTHSTAR GROCER #18 REGINA SK,,-33.55,
