Account Type,Account Number,Transaction Date,Cheque Number,Description 1,Description 2,CAD$,USD$
Visa,4.00006E+15,1/23/2026,,EVERGREEN DEPARTMENT STORE,,-122.67,
Visa,4.00006E+15,1/23/2026,,HEALTHWAY PHARMACY #09,,-25.00,
Visa,4.00006E+15,1/23/2026,,PARKSIDE PIZZA REGINA SK,,-36.32,
Visa,4.00006E+15,1/24/2026,,COPPER MUG CAFE REGINA SK,,-4.36,
Visa,4.00006E+15,1/24/2026,,PRAIRIE FUEL #22 REGINA SK,,-70.29,
Visa,4.00006E+15,1/25/2026,,PRAIRIE FUEL #22 REGINA SK,,-51.47,
Visa,4.00006E+15,1/26/2026,,HARVEST FOODS #221 REGINA SK,,-71.67,
Visa,4.00006E+15,1/31/2026,,NORTHSTAR GROCER #18 REGINA SK,,-76.16,
Visa,4.00006E+15,1/31/2026,,PRAIRIE MARKET #104 REGINA SK,,-71.80,
Visa,4.00006E+15,2/1/2026,,COPPER MUG CAFE REGINA SK,,-8.38,
Visa,4.00006E+15,2/1/2026,,NORTH LOOP GAS REGINA SK,,-59.69,
Visa,4.00006E+15,2/1/2026,,NORTH LOOP GAS REGINA SK,,-55.11,
Visa,4.00006E+15,2/3/2026,,CITY GARDEN CENTRE,,-46.49,
Visa,4.00006E+15,2/8/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-51.09,
Visa,4.00006E+15,2/9/2026,,MAPLE BOWL KITCHEN REGINA SK,,-20.58,
Visa,4.00006E+15,2/9/2026,,WILLOW COFFEE HOUSE REGINA SK,,-5.53,
Visa,4.00006E+15,2/12/2026,,HARVEST FOODS #221 REGINA SK,,-79.74,
Visa,4.00006E+15,2/12/2026,,HOMESTEAD HARDWARE REGINA SK,,-175.47,
Visa,4.00006E+15,2/12/2026,,PARKSIDE PIZZA REGINA SK,,-45.88,
Visa,4.00006E+15,2/13/2026,,NORTHSTAR GROCER #18 REGINA SK,,-123.74,
Visa,4.00006E+15,2/13/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-67.58,
Visa,4.00006E+15,2/13/2026,,PRAIRIE FUEL #22 REGINA SK,,-42.49,
Visa,4.00006E+15,2/14/2026,,COPPER MUG CAFE REGINA SK,,-21.05,
Visa,4.00006E+15,2/14/2026,,PRAIRIE MARKET #104 REGINA SK,,-22.58,
Visa,4.00006E+15,2/14/2026,,PRAIRIE PLUMBING SERVICE,,-218.18,
Visa,4.00006E+15,2/18/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,879.94,
Visa,4.00006E+15,2/21/2026,,HARVEST FOODS #221 REGINA SK,,-27.24,
Visa,4.00006E+15,2/24/2026,,RIVERSTONE HOME REGINA SK,,-90.91,
Visa,4.00006E+15,2/25/2026,,HEALTHWAY PHARMACY #09,,-32.45,
Visa,4.00006E+15,2/25/2026,,NORTHSTAR GROCER #18 REGINA SK,,-157.37,
Visa,4.00006E+15,2/25/2026,,PRAIRIE CARE DRUGS,,-11.51,
Visa,4.00006E+15,2/26/2026,,CITY GARDEN CENTRE,,-79.66,
Visa,4.00006E+15,2/27/2026,,CITY GARDEN CENTRE,,-53.90,
Visa,4.00006E+15,2/27/2026,,PRAIRIE CARE DRUGS,,-33.73,
Visa,4.00006E+15,2/27/2026,,PRAIRIE MARKET #104 REGINA SK,,-40.80,
Visa,4.00006E+15,3/3/2026,,COPPER MUG CAFE REGINA SK,,-16.82,
Visa,4.00006E+15,3/4/2026,,PARKSIDE PIZZA REGINA SK,,-36.28,
Visa,4.00006E+15,3/4/2026,,PRAIRIE PLUMBING SERVICE,,-242.50,
Visa,4.00006E+15,3/7/2026,,PRAIRIE CARE DRUGS,,-12.23,
Visa,4.00006E+15,3/7/2026,,PRAIRIE CARE DRUGS,,-23.56,
Visa,4.00006E+15,3/8/2026,,PRAIRIE MARKET #104 REGINA SK,,-50.24,
Visa,4.00006E+15,3/9/2026,,PRAIRIE MARKET #104 REGINA SK,,-135.23,
Visa,4.00006E+15,3/10/2026,,NORTH LOOP GAS REGINA SK,,-55.44,
Visa,4.00006E+15,3/11/2026,,EVERGREEN DEPARTMENT STORE,,-41.04,
Visa,4.00006E+15,3/17/2026,,PARKSIDE PIZZA REGINA SK,,-34.19,
Visa,4.00006E+15,3/18/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1152.88,
Visa,4.00006E+15,3/18/2026,,PRAIRIE MARKET #104 REGINA SK,,-140.36,
Visa,4.00006E+15,3/19/2026,,PRAIRIE CARE DRUGS,,-10.39,
Visa,4.00006E+15,3/19/2026,,PRAIRIE FUEL #22 REGINA SK,,-77.62,
Visa,4.00006E+15,3/20/2026,,NORTH LOOP GAS REGINA SK,,-80.81,
Visa,4.00006E+15,3/20/2026,,PRAIRIE MARKET #104 REGINA SK,,-92.74,
Visa,4.00006E+15,3/22/2026,,PRAIRIE MARKET #104 REGINA SK,,-88.86,
Visa,4.00006E+15,3/25/2026,,PRAIRIE CARE DRUGS,,-37.31,
Visa,4.00006E+15,3/27/2026,,PRAIRIE FUEL #22 REGINA SK,,-80.62,
Visa,4.00006E+15,3/28/2026,,CITY GARDEN CENTRE,,-78.91,
Visa,4.00006E+15,3/31/2026,,HARVEST FOODS #221 REGINA SK,,-92.78,
Visa,4.00006E+15,4/1/2026,,NORTHSTAR GROCER #18 REGINA SK,,-25.83,
Visa,4.00006E+15,4/5/2026,,NORTH LOOP GAS REGINA SK,,-65.26,
Visa,4.00006E+15,4/5/2026,,NORTHSTAR GROCER #18 REGINA SK,,-40.41,
Visa,4.00006E+15,4/6/2026,,PRAIRIE FUEL #22 REGINA SK,,-60.43,
Visa,4.00006E+15,4/9/2026,,NORTH LOOP GAS REGINA SK,,-69.33,
Visa,4.00006E+15,4/9/2026,,PRAIRIE CARE DRUGS,,-41.24,
Visa,4.00006E+15,4/12/2026,,PRAIRIE MARKET #104 REGINA SK,,-25.81,
Visa,4.00006E+15,4/12/2026,,RIVERSTONE HOME REGINA SK,,-14.27,
Visa,4.00006E+15,4/13/2026,,NORTHSTAR GROCER #18 REGINA SK,,-68.64,
Visa,4.00006E+15,4/13/2026,,ONLINE MARKETPLACE CA,ONLINE PURCHASE,-37.85,
Visa,4.00006E+15,4/18/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,902.41,
Visa,4.00006E+15,4/18/2026,,PRAIRIE PLUMBING SERVICE,,-109.14,
Visa,4.00006E+15,4/18/2026,,WILLOW COFFEE HOUSE REGINA SK,,-6.43,
Visa,4.00006E+15,4/20/2026,,CITY GARDEN CENTRE,,-84.12,
Visa,4.00006E+15,4/20/2026,,EVERGREEN DEPARTMENT STORE,,-37.65,
Visa,4.00006E+15,4/22/2026,,PARKSIDE PIZZA REGINA SK,,-38.39,
Visa,4.00006E+15,4/25/2026,,CITY GARDEN CENTRE,,-25.75,
Visa,4.00006E+15,4/25/2026,,PRAIRIE MARKET #104 REGINA SK,,-23.78,
Visa,4.00006E+15,4/26/2026,,NORTHSTAR GROCER #18 REGINA SK,,-141.16,
Visa,4.00006E+15,4/29/2026,,COPPER MUG CAFE REGINA SK,,-6.82,
Visa,4.00006E+15,5/3/2026,,PRAIRIE MARKET #104 REGINA SK,,-50.94,
Visa,4.00006E+15,5/4/2026,,NORTHSTAR GROCER #18 REGINA SK,,-77.98,
Visa,4.00006E+15,5/4/2026,,PRAIRIE MARKET #104 REGINA SK,,-70.48,
Visa,4.00006E+15,5/6/2026,,PRAIRIE MARKET #104 REGINA SK,,-81.52,
Visa,4.00006E+15,5/7/2026,,PARKSIDE PIZZA REGINA SK,,-41.00,
Visa,4.00006E+15,5/11/2026,,HEALTHWAY PHARMACY #09,,-43.88,
Visa,4.00006E+15,5/11/2026,,PRAIRIE MARKET #104 REGINA SK,,-73.04,
Visa,4.00006E+15,5/13/2026,,PRAIRIE FUEL #22 REGINA SK,,-88.18,
Visa,4.00006E+15,5/16/2026,,HEALTHWAY PHARMACY #09,,-42.08,
Visa,4.00006E+15,5/18/2026,,PARKSIDE PIZZA REGINA SK,,-32.42,
Visa,4.00006E+15,5/18/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,643.10,
Visa,4.00006E+15,5/19/2026,,PRAIRIE CARE DRUGS,,-34.05,
Visa,4.00006E+15,5/19/2026,,PRAIRIE PLUMBING SERVICE,,-97.47,
Visa,4.00006E+15,5/20/2026,,COPPER MUG CAFE REGINA SK,,-13.75,
Visa,4.00006E+15,5/21/2026,,PRAIRIE CARE DRUGS,,-13.16,
Visa,4.00006E+15,5/21/2026,,PRAIRIE FUEL #22 REGINA SK,,-72.78,
Visa,4.00006E+15,5/22/2026,,PRAIRIE CARE DRUGS,,-7.91,
Visa,4.00006E+15,5/23/2026,,MAPLE BOWL KITCHEN REGINA SK,,-12.68,
Visa,4.00006E+15,5/25/2026,,NORTH LOOP GAS REGINA SK,,-61.37,
Visa,4.00006E+15,5/27/2026,,COPPER MUG CAFE REGINA SK,,-9.76,
Visa,4.00006E+15,5/28/2026,,MAPLE BOWL KITCHEN REGINA SK,,-29.26,
Visa,4.00006E+15,5/31/2026,,PRAIRIE CARE DRUGS,,-37.66,
Visa,4.00006E+15,6/3/2026,,NORTH LOOP GAS REGINA SK,,-63.16,
Visa,4.00006E+15,6/4/2026,,WILLOW COFFEE HOUSE REGINA SK,,-3.01,
Visa,4.00006E+15,6/5/2026,,WILLOW COFFEE HOUSE REGINA SK,,-10.08,
Visa,4.00006E+15,6/6/2026,,PRAIRIE PLUMBING SERVICE,,-302.01,
Visa,4.00006E+15,6/7/2026,,NORTH LOOP GAS REGINA SK,,-82.87,
Visa,4.00006E+15,6/8/2026,,NORTHSTAR GROCER #18 REGINA SK,,-153.40,
Visa,4.00006E+15,6/10/2026,,MAPLE BOWL KITCHEN REGINA SK,,-27.07,
Visa,4.00006E+15,6/12/2026,,HARVEST FOODS #221 REGINA SK,,-114.57,
Visa,4.00006E+15,6/13/2026,,PARKSIDE PIZZA REGINA SK,,-38.35,
Visa,4.00006E+15,6/13/2026,,PRAIRIE FUEL #22 REGINA SK,,-58.39,
Visa,4.00006E+15,6/17/2026,,RIVERSTONE HOME REGINA SK,,-50.89,
Visa,4.00006E+15,6/18/2026,,PAYMENT - THANK YOU / PAIEMENT - MERCI,,580.84,
Visa,4.00006E+15,6/18/2026,,PRAIRIE FUEL #22 REGINA SK,,-74.73,
Visa,4.00006E+15,6/20/2026,,EVERGREEN DEPARTMENT STORE,,-56.51,
Visa,4.00006E+15,6/23/2026,,NORTH LOOP GAS REGINA SK,,-78.02,
Visa,4.00006E+15,6/25/2026,,PRAIRIE PLUMBING SERVICE,,-176.52,
Visa,4.00006E+15,6/26/2026,,COPPER MUG CAFE REGINA SK,,-7.78,
Visa,4.00006E+15,6/29/2026,,PRAIRIE CARE DRUGS,,-16.91,
Visa,4.00006E+15,6/29/2026,,PRAIRIE MARKET #104 REGINA SK,,-118.52,
Visa,4.00006E+15,6/30/2026,,PRAIRIE MARKET #104 REGINA SK,,-130.79,
